ticker,codigo,operadora,tema
SCOTMA2M3.MX,SCOTMA2M3,Scotia,Clave opaca (sin tema en la clave)
SCOTMA2S.MX,SCOTMA2S,Scotia,Clave opaca (sin tema en la clave)
SCOTMA3A.MX,SCOTMA3A,Scotia,Clave opaca (sin tema en la clave)
SCOTMA3FBM.MX,SCOTMA3FBM,Scotia,Clave opaca (sin tema en la clave)
SCOTMA3L.MX,SCOTMA3L,Scotia,Clave opaca (sin tema en la clave)
SCOTMA3M.MX,SCOTMA3M,Scotia,Clave opaca (sin tema en la clave)
SCOTMA3S.MX,SCOTMA3S,Scotia,Clave opaca (sin tema en la clave)
SCOTRETA.MX,SCOTRETA,Scotia,Clave opaca (sin tema en la clave)
SCOTRETE.MX,SCOTRETE,Scotia,Clave opaca (sin tema en la clave)
SCOTRETFBE.MX,SCOTRETFBE,Scotia,Clave opaca (sin tema en la clave)
SCOTUDIFBF.MX,SCOTUDIFBF,Scotia,Clave opaca (sin tema en la clave)
SCOTUDIS.MX,SCOTUDIS,Scotia,Clave opaca (sin tema en la clave)
SK-DCPA.MX,SK-DCPA,Skandia,Deuda corto plazo
SK-DCPB.MX,SK-DCPB,Skandia,Deuda corto plazo
SK-DCPE.MX,SK-DCPE,Skandia,Deuda corto plazo
SK-DCPE0.MX,SK-DCPE0,Skandia,Deuda corto plazo
SK-GUBE1.MX,SK-GUBE1,Skandia,Deuda gubernamental
SK-GUBM1.MX,SK-GUBM1,Skandia,Deuda gubernamental
SMX-50C3.MX,SMX-50C3,Otras / boutiques,Renta variable nacional (IPC)
SMX-60C3.MX,SMX-60C3,Otras / boutiques,Renta variable nacional (IPC)
SMX-70C3.MX,SMX-70C3,Otras / boutiques,Renta variable nacional (IPC)
SMX-80C3.MX,SMX-80C3,Otras / boutiques,Renta variable nacional (IPC)
SMX-90C3.MX,SMX-90C3,Otras / boutiques,Renta variable nacional (IPC)
SNXA.MX,SNXA,Otras / boutiques,Clave opaca (sin tema en la clave)
SNXB.MX,SNXB,Otras / boutiques,Clave opaca (sin tema en la clave)
SNXE.MX,SNXE,Otras / boutiques,Clave opaca (sin tema en la clave)
SNXM.MX,SNXM,Otras / boutiques,Clave opaca (sin tema en la clave)
SSB60641.MX,SSB60641,Otras / boutiques,Clave opaca (sin tema en la clave)
SSB65691.MX,SSB65691,Otras / boutiques,Clave opaca (sin tema en la clave)
SSB6569A2.MX,SSB6569A2,Otras / boutiques,Clave opaca (sin tema en la clave)
SSB6569B2.MX,SSB6569B2,Otras / boutiques,Clave opaca (sin tema en la clave)
SSB7074A2.MX,SSB7074A2,Otras / boutiques,Clave opaca (sin tema en la clave)
SSB7074B2.MX,SSB7074B2,Otras / boutiques,Clave opaca (sin tema en la clave)
SSB75791.MX,SSB75791,Otras / boutiques,Clave opaca (sin tema en la clave)
SSB8084A2.MX,SSB8084A2,Otras / boutiques,Clave opaca (sin tema en la clave)
SSB8084B2.MX,SSB8084B2,Otras / boutiques,Clave opaca (sin tema en la clave)
SSB8589B2.MX,SSB8589B2,Otras / boutiques,Clave opaca (sin tema en la clave)
SSB90941.MX,SSB90941,Otras / boutiques,Clave opaca (sin tema en la clave)
SSB9094A2.MX,SSB9094A2,Otras / boutiques,Clave opaca (sin tema en la clave)
SSB9094B2.MX,SSB9094B2,Otras / boutiques,Clave opaca (sin tema en la clave)
SSBINICA2.MX,SSBINICA2,Otras / boutiques,Clave opaca (sin tema en la clave)
SSBINICB2.MX,SSBINICB2,Otras / boutiques,Clave opaca (sin tema en la clave)
SSBPENS1.MX,SSBPENS1,Otras / boutiques,Clave opaca (sin tema en la clave)
ST&ER-1A.MX,ST&ER-1A,Santander,Clave opaca (sin tema en la clave)
ST&ER-1B.MX,ST&ER-1B,Santander,Clave opaca (sin tema en la clave)
ST&ER-5A.MX,ST&ER-5A,Santander,Clave opaca (sin tema en la clave)
ST&ER-5B1.MX,ST&ER-5B1,Santander,Clave opaca (sin tema en la clave)
ST&ER-5E.MX,ST&ER-5E,Santander,Clave opaca (sin tema en la clave)
ST&ER-5M.MX,ST&ER-5M,Santander,Clave opaca (sin tema en la clave)
ST&ER-7A.MX,ST&ER-7A,Santander,Clave opaca (sin tema en la clave)
ST&ER-7B1.MX,ST&ER-7B1,Santander,Clave opaca (sin tema en la clave)
ST&ER-7B2.MX,ST&ER-7B2,Santander,Clave opaca (sin tema en la clave)
ST&ER-7B3.MX,ST&ER-7B3,Santander,Clave opaca (sin tema en la clave)
ST&ER-7BD.MX,ST&ER-7BD,Santander,Clave opaca (sin tema en la clave)
ST&ER-7E.MX,ST&ER-7E,Santander,Clave opaca (sin tema en la clave)
ST&ER-7ED.MX,ST&ER-7ED,Santander,Clave opaca (sin tema en la clave)
ST&ER-7F.MX,ST&ER-7F,Santander,Clave opaca (sin tema en la clave)
ST&ER-7MC.MX,ST&ER-7MC,Santander,Clave opaca (sin tema en la clave)
ST&ER-CE1.MX,ST&ER-CE1,Santander,Clave opaca (sin tema en la clave)
ST&ER-CED.MX,ST&ER-CED,Santander,Clave opaca (sin tema en la clave)
ST&ER-CM1.MX,ST&ER-CM1,Santander,Clave opaca (sin tema en la clave)
ST&ERPBB3.MX,ST&ERPBB3,Santander,Clave opaca (sin tema en la clave)
ST&ERPBB4.MX,ST&ERPBB4,Santander,Clave opaca (sin tema en la clave)
ST&ERPBB5.MX,ST&ERPBB5,Santander,Clave opaca (sin tema en la clave)
ST&ERPBB6.MX,ST&ERPBB6,Santander,Clave opaca (sin tema en la clave)
STER-OPE1.MX,STER-OPE1,Santander,Clave opaca (sin tema en la clave)
STER-OPM1.MX,STER-OPM1,Santander,Clave opaca (sin tema en la clave)
STEREALA.MX,STEREALA,Santander,Clave opaca (sin tema en la clave)
STEREALB1.MX,STEREALB1,Santander,Clave opaca (sin tema en la clave)
STEREALB2.MX,STEREALB2,Santander,Clave opaca (sin tema en la clave)
STEREALE.MX,STEREALE,Santander,Clave opaca (sin tema en la clave)
STEREALED.MX,STEREALED,Santander,Clave opaca (sin tema en la clave)
STEREALGS.MX,STEREALGS,Santander,Clave opaca (sin tema en la clave)
STEREALM.MX,STEREALM,Santander,Clave opaca (sin tema en la clave)
STEREALZ.MX,STEREALZ,Santander,Clave opaca (sin tema en la clave)
STERGOBA.MX,STERGOBA,Santander,Deuda gubernamental
STERGOBB0.MX,STERGOBB0,Santander,Deuda gubernamental
STERGOBB1.MX,STERGOBB1,Santander,Deuda gubernamental
STERGOBB2.MX,STERGOBB2,Santander,Deuda gubernamental
STERGOBB3.MX,STERGOBB3,Santander,Deuda gubernamental
STERGOBB4.MX,STERGOBB4,Santander,Deuda gubernamental
STERGOBB5.MX,STERGOBB5,Santander,Deuda gubernamental
STERGOBBD.MX,STERGOBBD,Santander,Deuda gubernamental
STERGOBC1.MX,STERGOBC1,Santander,Deuda gubernamental
STERGOBC2.MX,STERGOBC2,Santander,Deuda gubernamental
STERGOBC3.MX,STERGOBC3,Santander,Deuda gubernamental
STERGOBC4.MX,STERGOBC4,Santander,Deuda gubernamental
STERGOBEC.MX,STERGOBEC,Santander,Deuda gubernamental
STERGOBED.MX,STERGOBED,Santander,Deuda gubernamental
STERGOBM0.MX,STERGOBM0,Santander,Deuda gubernamental
STERGOBM1.MX,STERGOBM1,Santander,Deuda gubernamental
STERGOBM2.MX,STERGOBM2,Santander,Deuda gubernamental
STERGOBM3.MX,STERGOBM3,Santander,Deuda gubernamental
STERGOBM4.MX,STERGOBM4,Santander,Deuda gubernamental
STERGOBM5.MX,STERGOBM5,Santander,Deuda gubernamental
STERGOBMC.MX,STERGOBMC,Santander,Deuda gubernamental
STERGOBMD.MX,STERGOBMD,Santander,Deuda gubernamental
STERGOBZ.MX,STERGOBZ,Santander,Deuda gubernamental
STERMXNA.MX,STERMXNA,Santander,Clave opaca (sin tema en la clave)
STERMXNB1.MX,STERMXNB1,Santander,Clave opaca (sin tema en la clave)
STERMXNB2.MX,STERMXNB2,Santander,Clave opaca (sin tema en la clave)
STERMXNB3.MX,STERMXNB3,Santander,Clave opaca (sin tema en la clave)
STERMXNB4.MX,STERMXNB4,Santander,Clave opaca (sin tema en la clave)
STERMXNBD.MX,STERMXNBD,Santander,Clave opaca (sin tema en la clave)
STERMXNGS.MX,STERMXNGS,Santander,Clave opaca (sin tema en la clave)
STERMXNM.MX,STERMXNM,Santander,Clave opaca (sin tema en la clave)
STERMXNMC.MX,STERMXNMC,Santander,Clave opaca (sin tema en la clave)
STERNDQA.MX,STERNDQA,Santander,Renta variable internacional / global
STERNDQB1.MX,STERNDQB1,Santander,Renta variable internacional / global
STERNDQE.MX,STERNDQE,Santander,Renta variable internacional / global
STERNDQGS.MX,STERNDQGS,Santander,Renta variable internacional / global
STERNDQM.MX,STERNDQM,Santander,Renta variable internacional / global
STERUSDA.MX,STERUSDA,Santander,Cobertura cambiaria / dolares (USD)
STERUSDB1.MX,STERUSDB1,Santander,Cobertura cambiaria / dolares (USD)
STERUSDB2.MX,STERUSDB2,Santander,Cobertura cambiaria / dolares (USD)
STERUSDB3.MX,STERUSDB3,Santander,Cobertura cambiaria / dolares (USD)
STERUSDE.MX,STERUSDE,Santander,Cobertura cambiaria / dolares (USD)
STERUSDGS.MX,STERUSDGS,Santander,Cobertura cambiaria / dolares (USD)
STERUSDM.MX,STERUSDM,Santander,Cobertura cambiaria / dolares (USD)
STERUSDZ.MX,STERUSDZ,Santander,Cobertura cambiaria / dolares (USD)
STRATB-M1.MX,STRATB-M1,Santander,Clave opaca (sin tema en la clave)
STRGOB2B0.MX,STRGOB2B0,Santander,Deuda gubernamental
STRGOB2B2.MX,STRGOB2B2,Santander,Deuda gubernamental
STRGOB2B3.MX,STRGOB2B3,Santander,Deuda gubernamental
STRGOB2B4.MX,STRGOB2B4,Santander,Deuda gubernamental
STRGOB2M0.MX,STRGOB2M0,Santander,Deuda gubernamental
STRGOB2M1.MX,STRGOB2M1,Santander,Deuda gubernamental
STRGOB2M3.MX,STRGOB2M3,Santander,Deuda gubernamental
STRGOB2M4.MX,STRGOB2M4,Santander,Deuda gubernamental
SUR-RVBF1.MX,SUR-RVBF1,SURA,Renta variable (region n/d)
SUR-RVBOE4.MX,SUR-RVBOE4,SURA,Renta variable (region n/d)
SUR1EA.MX,SUR1EA,SURA,Clave opaca (sin tema en la clave)
SUR1EBFE.MX,SUR1EBFE,SURA,Clave opaca (sin tema en la clave)
SUR1EBFF.MX,SUR1EBFF,SURA,Deuda (generica / plazo n/d)
SUR1EBFP.MX,SUR1EBFP,SURA,Clave opaca (sin tema en la clave)
SUR1EBM0.MX,SUR1EBM0,SURA,Clave opaca (sin tema en la clave)
SUR1EBOE.MX,SUR1EBOE,SURA,Clave opaca (sin tema en la clave)
SUR1EBOE0.MX,SUR1EBOE0,SURA,Clave opaca (sin tema en la clave)
SUR1EBOE1.MX,SUR1EBOE1,SURA,Clave opaca (sin tema en la clave)
SUR1EBOE2.MX,SUR1EBOE2,SURA,Clave opaca (sin tema en la clave)
SUR1EBOE3.MX,SUR1EBOE3,SURA,Clave opaca (sin tema en la clave)
SUR1EBOE4.MX,SUR1EBOE4,SURA,Clave opaca (sin tema en la clave)
SUR1EBOE5.MX,SUR1EBOE5,SURA,Clave opaca (sin tema en la clave)
SUR1EBOE6.MX,SUR1EBOE6,SURA,Clave opaca (sin tema en la clave)
SUR1EBOE7.MX,SUR1EBOE7,SURA,Clave opaca (sin tema en la clave)
SUR2018A.MX,SUR2018A,SURA,Clave opaca (sin tema en la clave)
SUR2018BF1.MX,SUR2018BF1,SURA,Clave opaca (sin tema en la clave)
SUR2018BF2.MX,SUR2018BF2,SURA,Clave opaca (sin tema en la clave)
SUR2018BFE.MX,SUR2018BFE,SURA,Clave opaca (sin tema en la clave)
SUR2018BOE1.MX,SUR2018BOE1,SURA,Clave opaca (sin tema en la clave)
SUR2018BOE2.MX,SUR2018BOE2,SURA,Clave opaca (sin tema en la clave)
SUR2018BOE3.MX,SUR2018BOE3,SURA,Clave opaca (sin tema en la clave)
SUR2018BOE4.MX,SUR2018BOE4,SURA,Clave opaca (sin tema en la clave)
SUR2026A.MX,SUR2026A,SURA,Ciclo de vida / fecha objetivo
SUR2026BF1.MX,SUR2026BF1,SURA,Ciclo de vida / fecha objetivo
SUR2026BF2.MX,SUR2026BF2,SURA,Ciclo de vida / fecha objetivo
SUR2026BFE.MX,SUR2026BFE,SURA,Ciclo de vida / fecha objetivo
SUR2026BFI.MX,SUR2026BFI,SURA,Ciclo de vida / fecha objetivo
SUR2026BFS.MX,SUR2026BFS,SURA,Ciclo de vida / fecha objetivo
SUR2026BFX.MX,SUR2026BFX,SURA,Ciclo de vida / fecha objetivo
SUR2026BOE0.MX,SUR2026BOE0,SURA,Ciclo de vida / fecha objetivo
SUR2026BOE1.MX,SUR2026BOE1,SURA,Ciclo de vida / fecha objetivo
SUR2026BOE2.MX,SUR2026BOE2,SURA,Ciclo de vida / fecha objetivo
SUR2026BOE3.MX,SUR2026BOE3,SURA,Ciclo de vida / fecha objetivo
SUR2026BOE4.MX,SUR2026BOE4,SURA,Ciclo de vida / fecha objetivo
SUR2026BOE5.MX,SUR2026BOE5,SURA,Ciclo de vida / fecha objetivo
SUR2034A.MX,SUR2034A,SURA,Ciclo de vida / fecha objetivo
SUR2034BF1.MX,SUR2034BF1,SURA,Ciclo de vida / fecha objetivo
SUR2034BF2.MX,SUR2034BF2,SURA,Ciclo de vida / fecha objetivo
SUR2034BFE.MX,SUR2034BFE,SURA,Ciclo de vida / fecha objetivo
SUR2034BFI.MX,SUR2034BFI,SURA,Ciclo de vida / fecha objetivo
SUR2034BFS.MX,SUR2034BFS,SURA,Ciclo de vida / fecha objetivo
SUR2034BFX.MX,SUR2034BFX,SURA,Ciclo de vida / fecha objetivo
SUR2034BOE0.MX,SUR2034BOE0,SURA,Ciclo de vida / fecha objetivo
SUR2034BOE1.MX,SUR2034BOE1,SURA,Ciclo de vida / fecha objetivo
SUR2034BOE2.MX,SUR2034BOE2,SURA,Ciclo de vida / fecha objetivo
SUR2034BOE3.MX,SUR2034BOE3,SURA,Ciclo de vida / fecha objetivo
SUR2034BOE4.MX,SUR2034BOE4,SURA,Ciclo de vida / fecha objetivo
SUR2034BOE5.MX,SUR2034BOE5,SURA,Ciclo de vida / fecha objetivo
SUR2042A.MX,SUR2042A,SURA,Ciclo de vida / fecha objetivo
SUR2042BF1.MX,SUR2042BF1,SURA,Ciclo de vida / fecha objetivo
SUR2042BF2.MX,SUR2042BF2,SURA,Ciclo de vida / fecha objetivo
SUR2042BFE.MX,SUR2042BFE,SURA,Ciclo de vida / fecha objetivo
SUR2042BFI.MX,SUR2042BFI,SURA,Ciclo de vida / fecha objetivo
SUR2042BFS.MX,SUR2042BFS,SURA,Ciclo de vida / fecha objetivo
SUR2042BFX.MX,SUR2042BFX,SURA,Ciclo de vida / fecha objetivo
SUR2042BOE0.MX,SUR2042BOE0,SURA,Ciclo de vida / fecha objetivo
SUR2042BOE1.MX,SUR2042BOE1,SURA,Ciclo de vida / fecha objetivo
SUR2042BOE2.MX,SUR2042BOE2,SURA,Ciclo de vida / fecha objetivo
SUR2042BOE3.MX,SUR2042BOE3,SURA,Ciclo de vida / fecha objetivo
SUR2042BOE4.MX,SUR2042BOE4,SURA,Ciclo de vida / fecha objetivo
SUR2042BOE5.MX,SUR2042BOE5,SURA,Ciclo de vida / fecha objetivo
SUR2050A.MX,SUR2050A,SURA,Ciclo de vida / fecha objetivo
SUR2050BF1.MX,SUR2050BF1,SURA,Ciclo de vida / fecha objetivo
SUR2050BF2.MX,SUR2050BF2,SURA,Ciclo de vida / fecha objetivo
SUR2050BFE.MX,SUR2050BFE,SURA,Ciclo de vida / fecha objetivo
SUR2050BFI.MX,SUR2050BFI,SURA,Ciclo de vida / fecha objetivo
SUR2050BFS.MX,SUR2050BFS,SURA,Ciclo de vida / fecha objetivo
SUR2050BFX.MX,SUR2050BFX,SURA,Ciclo de vida / fecha objetivo
SUR2050BOE0.MX,SUR2050BOE0,SURA,Ciclo de vida / fecha objetivo
SUR2050BOE1.MX,SUR2050BOE1,SURA,Ciclo de vida / fecha objetivo
SUR2050BOE2.MX,SUR2050BOE2,SURA,Ciclo de vida / fecha objetivo
SUR2050BOE3.MX,SUR2050BOE3,SURA,Ciclo de vida / fecha objetivo
SUR2050BOE4.MX,SUR2050BOE4,SURA,Ciclo de vida / fecha objetivo
SUR2050BOE5.MX,SUR2050BOE5,SURA,Ciclo de vida / fecha objetivo
SUR2058A.MX,SUR2058A,SURA,Ciclo de vida / fecha objetivo
SUR2058BF1.MX,SUR2058BF1,SURA,Ciclo de vida / fecha objetivo
SUR2058BF2.MX,SUR2058BF2,SURA,Ciclo de vida / fecha objetivo
SUR2058BFE.MX,SUR2058BFE,SURA,Ciclo de vida / fecha objetivo
SUR2058BFI.MX,SUR2058BFI,SURA,Ciclo de vida / fecha objetivo
SUR2058BFS.MX,SUR2058BFS,SURA,Ciclo de vida / fecha objetivo
SUR2058BFX.MX,SUR2058BFX,SURA,Ciclo de vida / fecha objetivo
SUR2058BOE0.MX,SUR2058BOE0,SURA,Ciclo de vida / fecha objetivo
SUR2058BOE1.MX,SUR2058BOE1,SURA,Ciclo de vida / fecha objetivo
SUR2058BOE2.MX,SUR2058BOE2,SURA,Ciclo de vida / fecha objetivo
SUR2058BOE3.MX,SUR2058BOE3,SURA,Ciclo de vida / fecha objetivo
SUR2058BOE4.MX,SUR2058BOE4,SURA,Ciclo de vida / fecha objetivo
SUR2058BOE5.MX,SUR2058BOE5,SURA,Ciclo de vida / fecha objetivo
SUR2066A.MX,SUR2066A,SURA,Ciclo de vida / fecha objetivo
SUR2066BF1.MX,SUR2066BF1,SURA,Ciclo de vida / fecha objetivo
SUR2066BF2.MX,SUR2066BF2,SURA,Ciclo de vida / fecha objetivo
SUR2066BFE.MX,SUR2066BFE,SURA,Ciclo de vida / fecha objetivo
SUR2066BFI.MX,SUR2066BFI,SURA,Ciclo de vida / fecha objetivo
SUR2066BFS.MX,SUR2066BFS,SURA,Ciclo de vida / fecha objetivo
SUR2066BFX.MX,SUR2066BFX,SURA,Ciclo de vida / fecha objetivo
SUR2066BOE0.MX,SUR2066BOE0,SURA,Ciclo de vida / fecha objetivo
SUR2066BOE1.MX,SUR2066BOE1,SURA,Ciclo de vida / fecha objetivo
SUR2066BOE2.MX,SUR2066BOE2,SURA,Ciclo de vida / fecha objetivo
SUR2066BOE3.MX,SUR2066BOE3,SURA,Ciclo de vida / fecha objetivo
SUR2066BOE4.MX,SUR2066BOE4,SURA,Ciclo de vida / fecha objetivo
SUR2066BOE5.MX,SUR2066BOE5,SURA,Ciclo de vida / fecha objetivo
SUR30EA.MX,SUR30EA,SURA,Ciclo de vida / fecha objetivo
SUR30EBFE.MX,SUR30EBFE,SURA,Ciclo de vida / fecha objetivo
SUR30EBFF.MX,SUR30EBFF,SURA,Ciclo de vida / fecha objetivo
SUR30EBFP.MX,SUR30EBFP,SURA,Ciclo de vida / fecha objetivo
SUR30EBOE0.MX,SUR30EBOE0,SURA,Ciclo de vida / fecha objetivo
SUR30EBOE1.MX,SUR30EBOE1,SURA,Ciclo de vida / fecha objetivo
SUR30EBOE2.MX,SUR30EBOE2,SURA,Ciclo de vida / fecha objetivo
SUR30EBOE3.MX,SUR30EBOE3,SURA,Ciclo de vida / fecha objetivo
SUR30EBOE4.MX,SUR30EBOE4,SURA,Ciclo de vida / fecha objetivo
SUR30EBOE5.MX,SUR30EBOE5,SURA,Ciclo de vida / fecha objetivo
SURAAV11.MX,SURAAV11,SURA,Clave opaca (sin tema en la clave)
SURAAV1A2.MX,SURAAV1A2,SURA,Clave opaca (sin tema en la clave)
SURAAV1B2.MX,SURAAV1B2,SURA,Clave opaca (sin tema en la clave)
SURAAV21.MX,SURAAV21,SURA,Clave opaca (sin tema en la clave)
SURAAV2A2.MX,SURAAV2A2,SURA,Clave opaca (sin tema en la clave)
SURAAV2B2.MX,SURAAV2B2,SURA,Clave opaca (sin tema en la clave)
SURAAV31.MX,SURAAV31,SURA,Clave opaca (sin tema en la clave)
SURAAV3A2.MX,SURAAV3A2,SURA,Clave opaca (sin tema en la clave)
SURAAV3B2.MX,SURAAV3B2,SURA,Clave opaca (sin tema en la clave)
SURABS1A.MX,SURABS1A,SURA,Clave opaca (sin tema en la clave)
SURABS1BF0.MX,SURABS1BF0,SURA,Clave opaca (sin tema en la clave)
SURABS1BF1.MX,SURABS1BF1,SURA,Clave opaca (sin tema en la clave)
SURABS1BF2.MX,SURABS1BF2,SURA,Clave opaca (sin tema en la clave)
SURABS1BFE.MX,SURABS1BFE,SURA,Clave opaca (sin tema en la clave)
SURABS1BFF.MX,SURABS1BFF,SURA,Deuda (generica / plazo n/d)
SURABS1BFI.MX,SURABS1BFI,SURA,Deuda (generica / plazo n/d)
SURABS1BFP.MX,SURABS1BFP,SURA,Clave opaca (sin tema en la clave)
SURABS1BM1.MX,SURABS1BM1,SURA,Clave opaca (sin tema en la clave)
SURABS1BM2.MX,SURABS1BM2,SURA,Clave opaca (sin tema en la clave)
SURABS1BOE0.MX,SURABS1BOE0,SURA,Clave opaca (sin tema en la clave)
SURABS1BOE1.MX,SURABS1BOE1,SURA,Clave opaca (sin tema en la clave)
SURABS1BOE2.MX,SURABS1BOE2,SURA,Clave opaca (sin tema en la clave)
SURABS1BOE3.MX,SURABS1BOE3,SURA,Clave opaca (sin tema en la clave)
SURABS1BOE4.MX,SURABS1BOE4,SURA,Clave opaca (sin tema en la clave)
SURABS1BOE5.MX,SURABS1BOE5,SURA,Clave opaca (sin tema en la clave)
SURABS1EMP.MX,SURABS1EMP,SURA,Deuda mediano plazo
SURADOLA.MX,SURADOLA,SURA,Cobertura cambiaria / dolares (USD)
SURADOLBF0.MX,SURADOLBF0,SURA,Cobertura cambiaria / dolares (USD)
SURADOLBF1.MX,SURADOLBF1,SURA,Cobertura cambiaria / dolares (USD)
SURADOLBF2.MX,SURADOLBF2,SURA,Cobertura cambiaria / dolares (USD)
SURADOLBFE.MX,SURADOLBFE,SURA,Cobertura cambiaria / dolares (USD)
SURADOLBFF.MX,SURADOLBFF,SURA,Cobertura cambiaria / dolares (USD)
SURADOLBFI.MX,SURADOLBFI,SURA,Cobertura cambiaria / dolares (USD)
SURADOLBFP.MX,SURADOLBFP,SURA,Cobertura cambiaria / dolares (USD)
SURADOLBM1.MX,SURADOLBM1,SURA,Cobertura cambiaria / dolares (USD)
SURADOLBM2.MX,SURADOLBM2,SURA,Cobertura cambiaria / dolares (USD)
SURADOLBOE0.MX,SURADOLBOE0,SURA,Cobertura cambiaria / dolares (USD)
SURADOLBOE1.MX,SURADOLBOE1,SURA,Cobertura cambiaria / dolares (USD)
SURADOLBOE2.MX,SURADOLBOE2,SURA,Cobertura cambiaria / dolares (USD)
SURADOLBOE3.MX,SURADOLBOE3,SURA,Cobertura cambiaria / dolares (USD)
SURADOLBOE4.MX,SURADOLBOE4,SURA,Cobertura cambiaria / dolares (USD)
SURADOLBOE5.MX,SURADOLBOE5,SURA,Cobertura cambiaria / dolares (USD)
SURADOLEMP.MX,SURADOLEMP,SURA,Cobertura cambiaria / dolares (USD)
SURASIAA.MX,SURASIAA,SURA,Renta variable internacional / global
SURASIABF0.MX,SURASIABF0,SURA,Renta variable internacional / global
SURASIABF1.MX,SURASIABF1,SURA,Renta variable internacional / global
SURASIABF2.MX,SURASIABF2,SURA,Renta variable internacional / global
SURASIABFE.MX,SURASIABFE,SURA,Renta variable internacional / global
SURASIABFF.MX,SURASIABFF,SURA,Renta variable internacional / global
SURASIABFI.MX,SURASIABFI,SURA,Renta variable internacional / global
SURASIABFP.MX,SURASIABFP,SURA,Renta variable internacional / global
SURASIABM1.MX,SURASIABM1,SURA,Renta variable internacional / global
SURASIABM2.MX,SURASIABM2,SURA,Renta variable internacional / global
SURASIABOE0.MX,SURASIABOE0,SURA,Renta variable internacional / global
SURASIABOE1.MX,SURASIABOE1,SURA,Renta variable internacional / global
SURASIABOE2.MX,SURASIABOE2,SURA,Renta variable internacional / global
SURASIABOE3.MX,SURASIABOE3,SURA,Renta variable internacional / global
SURASIABOE4.MX,SURASIABOE4,SURA,Renta variable internacional / global
SURASIABOE5.MX,SURASIABOE5,SURA,Renta variable internacional / global
SURASIAEMP.MX,SURASIAEMP,SURA,Renta variable internacional / global
SURB05A.MX,SURB05A,SURA,Clave opaca (sin tema en la clave)
SURB05BF0.MX,SURB05BF0,SURA,Clave opaca (sin tema en la clave)
SURB05BF1.MX,SURB05BF1,SURA,Clave opaca (sin tema en la clave)
SURB05BF2.MX,SURB05BF2,SURA,Clave opaca (sin tema en la clave)
SURB05BFE.MX,SURB05BFE,SURA,Clave opaca (sin tema en la clave)
SURB05BFF.MX,SURB05BFF,SURA,Deuda (generica / plazo n/d)
SURB05BFI.MX,SURB05BFI,SURA,Deuda (generica / plazo n/d)
SURB05BFP.MX,SURB05BFP,SURA,Clave opaca (sin tema en la clave)
SURB05BM1.MX,SURB05BM1,SURA,Clave opaca (sin tema en la clave)
SURB05BM2.MX,SURB05BM2,SURA,Clave opaca (sin tema en la clave)
SURB05BOE0.MX,SURB05BOE0,SURA,Clave opaca (sin tema en la clave)
SURB05BOE1.MX,SURB05BOE1,SURA,Clave opaca (sin tema en la clave)
SURB05BOE2.MX,SURB05BOE2,SURA,Clave opaca (sin tema en la clave)
SURB05BOE3.MX,SURB05BOE3,SURA,Clave opaca (sin tema en la clave)
SURB05BOE4.MX,SURB05BOE4,SURA,Clave opaca (sin tema en la clave)
SURB05BOE5.MX,SURB05BOE5,SURA,Clave opaca (sin tema en la clave)
SURB05EMP.MX,SURB05EMP,SURA,Deuda mediano plazo
SURB10A.MX,SURB10A,SURA,Clave opaca (sin tema en la clave)
SURB10BF0.MX,SURB10BF0,SURA,Clave opaca (sin tema en la clave)
SURB10BF1.MX,SURB10BF1,SURA,Clave opaca (sin tema en la clave)
SURB10BF2.MX,SURB10BF2,SURA,Clave opaca (sin tema en la clave)
SURB10BFE.MX,SURB10BFE,SURA,Clave opaca (sin tema en la clave)
SURB10BFF.MX,SURB10BFF,SURA,Deuda (generica / plazo n/d)
SURB10BFI.MX,SURB10BFI,SURA,Deuda (generica / plazo n/d)
SURB10BFP.MX,SURB10BFP,SURA,Clave opaca (sin tema en la clave)
SURB10BM1.MX,SURB10BM1,SURA,Clave opaca (sin tema en la clave)
SURB10BM2.MX,SURB10BM2,SURA,Clave opaca (sin tema en la clave)
SURB10BOE0.MX,SURB10BOE0,SURA,Clave opaca (sin tema en la clave)
SURB10BOE1.MX,SURB10BOE1,SURA,Clave opaca (sin tema en la clave)
SURB10BOE2.MX,SURB10BOE2,SURA,Clave opaca (sin tema en la clave)
SURB10BOE3.MX,SURB10BOE3,SURA,Clave opaca (sin tema en la clave)
SURB10BOE4.MX,SURB10BOE4,SURA,Clave opaca (sin tema en la clave)
SURB10BOE5.MX,SURB10BOE5,SURA,Clave opaca (sin tema en la clave)
SURB10EMP.MX,SURB10EMP,SURA,Deuda mediano plazo
SURCETEA.MX,SURCETEA,SURA,Deuda gubernamental
SURCETEBF.MX,SURCETEBF,SURA,Deuda gubernamental
SURCETEBF0.MX,SURCETEBF0,SURA,Deuda gubernamental
SURCETEBF1.MX,SURCETEBF1,SURA,Deuda gubernamental
SURCETEBF2.MX,SURCETEBF2,SURA,Deuda gubernamental
SURCETEBFE.MX,SURCETEBFE,SURA,Deuda gubernamental
SURCETEBFF.MX,SURCETEBFF,SURA,Deuda gubernamental
SURCETEBFI.MX,SURCETEBFI,SURA,Deuda gubernamental
SURCETEBFP.MX,SURCETEBFP,SURA,Deuda gubernamental
SURCETEBM1.MX,SURCETEBM1,SURA,Deuda gubernamental
